name,system,score,NonEffector.prob,T1SE.prob,T2SE.prob,T3SE.prob,T4SE.prob,T6SE.prob,length
T6SE-NP_249316.1,VI,0.7494,0.0384,0.0809,0.0039,0.121,0.0065,0.7494,745
T6SE-NP_249317.1,VI,0.9273,0.0038,0.0014,0.0004,0.0665,0.0007,0.9273,290
T6SE-NP_249319.1,VI,0.9879,0.0014,0.0004,0.0,0.0099,0.0004,0.9879,329
T6SE-NP_249324.1,VI,0.9959,0.0,0.0014,0.0003,0.0023,0.0,0.9959,164
T3SE-NP_249325.1,III,0.7924,0.0211,0.0027,0.0004,0.7924,0.0462,0.1372,115
T6SE-NP_249327.1,VI,0.703,0.0928,0.1603,0.0017,0.0413,0.0008,0.703,611
T6SE-NP_249328.1,VI,0.9951,0.0002,0.0012,0.0002,0.0033,0.0,0.9951,113
T6SE-NP_249329.1,VI,0.9866,1e-04,0.004,0.0002,0.0091,1e-04,0.9866,231
T6SE-NP_249331.1,VI,0.9614,0.0016,0.0022,0.0003,0.031,0.0036,0.9614,200
T6SE-NP_249332.1,VI,0.9686,0.025,0.0045,0.0006,0.001,0.0003,0.9686,1204
T6SE-NP_249334.1,VI,0.9561,0.0012,0.0382,0.002,0.0026,0.0,0.9561,363
T6SE-NP_249337.1,VI,0.9152,0.0014,0.0755,0.0032,0.0048,0.0,0.9152,350
T3SE-NP_249338.1,III,0.9902,0.0024,0.0009,1e-04,0.9902,0.0039,0.0026,100
T3SE-NP_249363.1,III,0.5844,0.372,0.0022,0.0017,0.5844,0.0343,0.0054,198
T2SE-NP_249379.1,II,0.9833,0.0074,0.0039,0.9833,0.0026,0.002,0.0008,368
T2SE-NP_249380.1,II,0.9167,0.0381,0.0122,0.9167,0.0091,0.0115,0.0124,370
T2SE-NP_249381.1,II,0.7284,0.1245,0.0975,0.7284,0.0076,0.0031,0.039,4180
T3SE-NP_249389.1,III,0.9475,0.0264,0.0008,0.0005,0.9475,0.0119,0.0128,159
T3SE-NP_249392.1,III,0.495,0.439,0.0008,0.0007,0.495,0.0222,0.0422,328
T3SE-NP_249398.1,III,0.9734,0.0176,0.0003,0.0003,0.9734,0.0078,0.0006,259
T6SE-NP_249411.1,VI,0.6781,0.0126,0.0017,0.0008,0.2076,0.0992,0.6781,144
T6SE-NP_249418.1,VI,0.8746,0.0387,0.0006,0.0002,0.0677,0.0183,0.8746,430
T2SE-NP_249468.1,II,0.4249,0.3886,0.0035,0.4249,0.1058,0.0108,0.0663,250
T3SE-NP_249494.1,III,0.5499,0.2852,0.0033,0.0013,0.5499,0.1025,0.0577,146
T3SE-NP_249496.1,III,0.979,0.0045,0.0008,0.0004,0.979,0.0139,0.0014,75
T3SE-NP_249510.1,III,0.9962,0.0016,0.0002,0.0,0.9962,0.0017,0.0003,97
T3SE-NP_249512.1,III,0.6925,0.031,0.0015,0.0044,0.6925,0.0101,0.2603,362
T3SE-NP_249514.1,III,0.9741,0.0053,0.0003,0.0,0.9741,0.0183,0.0019,77
T6SE-NP_249515.1,VI,0.8858,0.0787,0.0243,0.002,0.0088,0.0004,0.8858,172
T2SE-NP_249535.1,II,0.5252,0.3833,0.0418,0.5252,0.0223,0.0062,0.0211,730
T2SE-NP_249543.1,II,0.9495,0.0365,0.0021,0.9495,0.0013,0.0009,0.0096,389
T6SE-NP_249546.1,VI,0.4765,0.0854,0.0024,0.0016,0.4337,0.0003,0.4765,339
T6SE-NP_249558.1,VI,0.7142,0.2716,0.0018,0.0065,0.0004,0.0056,0.7142,127
T3SE-NP_249591.1,III,0.9241,0.009,0.03,0.0024,0.9241,0.0115,0.023,96
T3SE-NP_249601.1,III,0.9842,0.0004,0.0004,1e-04,0.9842,1e-04,0.0148,167
T3SE-NP_249602.1,III,0.8562,0.057,0.0024,1e-04,0.8562,0.0731,0.0112,150
T6SE-NP_249603.1,VI,0.3338,0.2223,0.0014,0.1592,0.0285,0.2547,0.3338,179
T3SE-NP_249620.1,III,0.8185,0.1708,0.0015,0.001,0.8185,0.003,0.0052,239
T3SE-NP_249630.1,III,0.9276,0.06,1e-04,0.0002,0.9276,0.0117,0.0004,108
T3SE-NP_249631.1,III,0.6696,0.1295,0.0041,0.0005,0.6696,0.1815,0.0148,84
T3SE-NP_249640.1,III,0.5137,0.4654,0.0033,0.0029,0.5137,0.0108,0.004,198
T3SE-NP_249643.1,III,0.9162,0.0468,0.0039,0.0002,0.9162,0.0016,0.0313,127
T2SE-NP_249672.1,II,0.6357,0.2311,0.0035,0.6357,0.0039,0.0935,0.0324,207
T6SE-NP_249676.1,VI,0.9968,0.0008,0.0009,1e-04,0.0002,0.0012,0.9968,498
T3SE-NP_249679.1,III,0.6357,0.2976,0.0007,0.0005,0.6357,0.0626,0.0029,134
T2SE-NP_249683.1,II,0.9026,0.0337,0.0284,0.9026,0.0022,0.0224,0.0107,205
T3SE-NP_249688.1,III,0.7516,0.2222,0.0041,0.0012,0.7516,0.0123,0.0086,283
T6SE-NP_249721.1,VI,0.4217,0.1961,0.003,0.0028,0.37,0.0064,0.4217,251
T3SE-NP_249729.1,III,0.9975,0.0002,0.0002,0.0002,0.9975,0.0002,0.0018,105
T3SE-NP_249731.1,III,0.8103,0.1484,0.0011,0.0038,0.8103,0.0356,0.0008,165
T2SE-NP_249732.1,II,0.3438,0.2617,0.0313,0.3438,0.0572,0.1319,0.1741,210
T6SE-NP_249734.1,VI,0.4488,0.1631,0.1076,0.1737,0.0542,0.0526,0.4488,269
T3SE-NP_249753.1,III,0.4918,0.07,0.0044,0.0007,0.4918,0.4214,0.0117,173
T3SE-NP_249754.1,III,0.4921,0.4388,0.0022,0.0008,0.4921,0.0469,0.0191,83
T3SE-NP_249767.1,III,0.8857,0.0471,0.0016,0.0003,0.8857,0.0172,0.0481,120
T3SE-NP_249782.1,III,0.8208,0.1168,0.0034,0.0014,0.8208,0.0057,0.0518,1694
T3SE-NP_249784.1,III,0.9959,0.0005,0.0024,0.001,0.9959,0.0,0.0002,123
T3SE-NP_249802.1,III,0.9757,0.0012,0.0034,0.0004,0.9757,0.0012,0.0181,207
T3SE-NP_249814.1,III,0.8789,0.0513,0.0027,0.0006,0.8789,0.0586,0.0078,106
T3SE-NP_249823.1,III,0.4614,0.0062,0.0078,0.002,0.4614,0.1724,0.3501,229
T3SE-NP_249824.1,III,0.7859,0.1439,0.0006,0.0002,0.7859,0.0324,0.0369,116
T3SE-NP_249840.1,III,0.7982,0.004,0.0021,0.1674,0.7982,0.0055,0.0228,122
T6SE-NP_249841.1,VI,0.9958,0.001,0.0028,1e-04,0.0002,1e-04,0.9958,689
T3SE-NP_249844.1,III,0.9878,0.0059,0.0008,0.0006,0.9878,0.0003,0.0045,184
T6SE-NP_249850.1,VI,0.6041,0.351,0.0239,0.001,0.0099,0.0101,0.6041,69
T6SE-NP_249851.1,VI,0.7266,0.0071,0.001,0.0002,0.2508,0.0143,0.7266,127
T3SE-NP_249858.1,III,0.371,0.0154,0.1995,0.3167,0.371,0.0041,0.0933,223
T1SE-NP_249859.1,I,0.9758,0.0004,0.9758,0.0071,0.0147,0.0012,0.0008,106
T2SE-NP_249860.1,II,0.658,0.1274,0.0125,0.658,0.1725,0.0143,0.0153,685
T2SE-NP_249862.1,II,0.4916,0.2669,0.0106,0.4916,0.1691,0.0273,0.0346,398
T3SE-NP_249902.1,III,0.6802,0.2561,0.0016,0.0006,0.6802,0.026,0.0353,211
T3SE-NP_249904.1,III,0.7287,0.2544,0.0026,0.0053,0.7287,0.0067,0.0023,319
T3SE-NP_249911.1,III,0.959,0.0349,0.0003,0.0004,0.959,0.0044,0.001,420
T3SE-NP_249918.1,III,0.9051,0.067,0.0017,0.0007,0.9051,0.0208,0.0047,282
T3SE-NP_249919.1,III,0.378,0.206,0.0039,0.0003,0.378,0.255,0.1568,116
T3SE-NP_249925.1,III,0.5398,0.4425,0.0013,0.0028,0.5398,0.0121,0.0015,167
T1SE-NP_249936.1,I,0.8316,1e-04,0.8316,0.0018,0.1553,0.003,0.0081,414
T1SE-NP_249940.1,I,0.9973,1e-04,0.9973,0.0017,0.0005,0.0002,0.0002,479
T3SE-NP_249980.1,III,0.8457,0.1343,0.0007,0.0014,0.8457,0.0011,0.0167,159
T3SE-NP_250005.1,III,0.5924,0.318,0.0011,0.001,0.5924,0.0538,0.0337,128
T6SE-NP_250018.1,VI,0.9584,0.0299,0.0013,0.0005,0.008,0.0019,0.9584,656
T6SE-NP_250023.1,VI,0.4598,0.2601,0.0076,0.0003,0.0707,0.2016,0.4598,183
T3SE-NP_250053.1,III,0.9988,0.0006,1e-04,1e-04,0.9988,0.0003,0.0002,107
T2SE-NP_250056.1,II,0.4786,0.4506,0.0045,0.4786,0.0096,0.0417,0.015,813
T6SE-NP_250061.1,VI,0.72,0.1877,0.0005,0.0005,0.0171,0.0743,0.72,621
T3SE-NP_250069.1,III,0.5136,0.0157,0.0006,1e-04,0.5136,0.4576,0.0123,120
T2SE-NP_250074.1,II,0.9582,0.0246,0.0091,0.9582,0.0023,0.0054,0.0003,601
T3SE-NP_250080.1,III,0.6253,0.3355,0.0005,0.0004,0.6253,0.0352,0.0031,494
T3SE-NP_250082.1,III,0.7444,0.2289,0.0004,0.0003,0.7444,0.0203,0.0056,591
T3SE-NP_250095.1,III,0.6678,0.0043,0.0033,0.0003,0.6678,0.2712,0.0531,75
T3SE-NP_250111.1,III,0.4581,0.1606,0.0016,0.0009,0.4581,0.3695,0.0092,139
T3SE-YP_008719742.1,III,0.5613,0.1354,0.0016,0.0004,0.5613,0.1729,0.1283,111
T3SE-YP_008719743.1,III,0.6478,0.2308,0.008,0.0037,0.6478,0.0239,0.0858,529
T3SE-NP_250159.1,III,0.9572,0.0337,1e-04,1e-04,0.9572,0.0084,0.0005,138
T6SE-NP_250200.1,VI,0.5896,0.3174,0.0012,0.0052,0.0048,0.0819,0.5896,380
T6SE-NP_250201.1,VI,0.9984,0.0,0.0003,1e-04,0.0006,0.0006,0.9984,569
T6SE-NP_250202.1,VI,0.9939,0.0053,0.0005,0.0,0.0002,1e-04,0.9939,842
T6SE-NP_250203.1,VI,0.9992,0.0002,0.0002,1e-04,0.0003,0.0,0.9992,172
T3SE-NP_250236.1,III,0.9998,0.0,1e-04,0.0,0.9998,0.0,0.0,155
T3SE-NP_250262.1,III,0.9309,0.0519,0.0009,0.0007,0.9309,0.0149,0.0008,59
T2SE-NP_250336.1,II,0.4779,0.2157,0.001,0.4779,0.2715,0.0047,0.0293,135
T3SE-NP_250343.1,III,0.7152,0.1735,0.0021,0.0011,0.7152,0.1058,0.0024,211
T6SE-NP_250348.1,VI,0.5275,0.1691,0.0011,0.0005,0.2694,0.0324,0.5275,168
T3SE-NP_250356.1,III,0.6461,0.1013,0.0019,0.0022,0.6461,0.0055,0.243,397
T3SE-NP_250362.1,III,0.9969,0.0005,0.0006,0.0005,0.9969,0.0006,0.0008,329
T3SE-NP_250381.1,III,0.7628,0.2314,0.0004,0.0007,0.7628,0.004,0.0006,349
T3SE-NP_250385.1,III,0.9733,0.0194,0.0006,0.0006,0.9733,0.0002,0.0058,309
T3SE-NP_250386.1,III,0.9924,0.0044,0.0003,0.0003,0.9924,0.0018,0.0008,369
T3SE-NP_250389.1,III,0.9997,0.0,0.0002,1e-04,0.9997,0.0,0.0,288
T3SE-NP_250391.1,III,0.9973,0.0008,1e-04,1e-04,0.9973,0.0006,0.001,123
T3SE-NP_250392.1,III,0.8502,0.1318,0.0005,0.0002,0.8502,0.0057,0.0116,121
T3SE-NP_250393.1,III,0.522,0.4404,0.0005,0.0004,0.522,0.0235,0.0132,109
T3SE-NP_250395.1,III,0.9917,0.0017,0.0003,1e-04,0.9917,0.0021,0.0041,144
T3SE-NP_250396.1,III,0.8301,0.029,0.0003,0.0,0.8301,0.1378,0.0027,98
T3SE-NP_250397.1,III,0.9989,0.0002,0.0003,0.0003,0.9989,0.0002,0.0002,294
T3SE-NP_250399.1,III,0.9995,0.0,0.0003,1e-04,0.9995,0.0,1e-04,390
T3SE-NP_250400.1,III,0.9996,0.0,1e-04,0.0,0.9996,0.0,0.0002,295
T3SE-NP_250401.1,III,0.9076,0.0695,0.0005,0.0011,0.9076,0.0192,0.002,145
T3SE-NP_250402.1,III,0.9986,1e-04,0.0005,0.0,0.9986,0.0004,0.0003,81
T3SE-NP_250406.1,III,0.9954,0.0004,1e-04,1e-04,0.9954,0.0023,0.0016,140
T3SE-NP_250409.1,III,0.9639,0.0275,1e-04,1e-04,0.9639,0.0082,0.0002,67
T3SE-NP_250410.1,III,0.9406,0.0511,0.001,0.0007,0.9406,0.0043,0.0023,85
T3SE-NP_250411.1,III,0.5957,0.2639,0.0005,0.0003,0.5957,0.129,0.0106,115
T3SE-NP_250412.1,III,0.9998,0.0,1e-04,1e-04,0.9998,0.0,0.0,143
T3SE-NP_250413.1,III,0.9944,0.0045,0.0002,1e-04,0.9944,0.0004,0.0003,112
T3SE-NP_250415.1,III,0.5531,0.4164,0.0005,0.0005,0.5531,0.0013,0.0281,208
T3SE-NP_250416.1,III,0.8449,0.147,0.0032,0.0008,0.8449,0.0024,0.0017,214
T3SE-NP_250442.1,III,0.7211,0.2665,0.0006,0.0009,0.7211,0.0102,0.0007,125
T2SE-NP_250452.1,II,0.5077,0.0181,0.4455,0.5077,0.0093,0.0036,0.0158,145
T2SE-NP_250475.1,II,0.3434,0.0067,0.3347,0.3434,0.0872,0.0177,0.2102,231
T3SE-YP_008719747.1,III,0.4712,0.0924,0.0008,0.0003,0.4712,0.3743,0.0612,73
T3SE-NP_250518.1,III,0.5936,0.3708,0.0084,0.0039,0.5936,0.0111,0.0122,253
T6SE-NP_250535.1,VI,0.9981,0.0,0.0005,1e-04,0.0012,1e-04,0.9981,154
T3SE-NP_250543.1,III,0.9966,0.0021,1e-04,0.0,0.9966,0.0007,0.0005,91
T3SE-NP_250546.1,III,0.8073,0.161,0.0003,1e-04,0.8073,0.0297,0.0016,73
T3SE-YP_008719750.1,III,0.881,0.0832,0.0018,0.0003,0.881,0.0195,0.0142,69
T3SE-NP_250561.1,III,0.2745,0.1948,0.0311,0.001,0.2745,0.2578,0.2409,141
T2SE-NP_250562.1,II,0.7607,0.0512,0.0095,0.7607,0.0521,0.0095,0.1169,418
T1SE-NP_250565.1,I,0.9641,0.0005,0.9641,0.0177,0.0091,0.0008,0.0078,2468
T3SE-NP_250570.1,III,0.9821,0.0149,0.0004,0.0008,0.9821,0.001,0.0008,184
T2SE-NP_250579.1,II,0.4788,0.0298,0.0051,0.4788,0.0137,0.0377,0.4349,469
T3SE-NP_250585.1,III,0.6913,0.0244,0.0021,0.0015,0.6913,0.2746,0.006,230
T3SE-NP_250587.1,III,0.7115,0.2299,0.0004,0.0004,0.7115,0.047,0.0107,389
T3SE-NP_252905.1,III,0.7331,0.2318,0.0006,0.0005,0.7331,0.0301,0.0039,215
T3SE-NP_250603.1,III,0.8231,0.0749,0.0025,0.0033,0.8231,0.06,0.0363,226
T2SE-NP_250613.1,II,0.4702,0.4339,0.0061,0.4702,0.0376,0.0048,0.0473,1281
T3SE-NP_250619.1,III,0.6725,0.1728,0.0141,0.0011,0.6725,0.0612,0.0783,98
T3SE-NP_250632.1,III,0.6811,0.1167,0.0338,0.0032,0.6811,0.0465,0.1187,76
T2SE-NP_250644.1,II,0.4007,0.366,0.2066,0.4007,0.0048,0.0142,0.0078,340
T6SE-NP_250655.1,VI,0.4031,0.1576,0.0038,0.2372,0.1386,0.0597,0.4031,111
T3SE-NP_250657.1,III,0.9985,1e-04,0.0009,0.0004,0.9985,1e-04,0.0,166
T3SE-NP_250658.1,III,0.7863,0.0896,0.0004,0.0002,0.7863,0.1188,0.0047,85
T3SE-NP_250663.1,III,0.5651,0.2837,0.0053,0.0046,0.5651,0.0018,0.1395,775
T6SE-NP_250684.1,VI,0.5152,0.3756,0.0016,0.0018,0.1027,0.0031,0.5152,187
T3SE-NP_250711.1,III,0.9149,0.0042,0.0031,0.0003,0.9149,0.0552,0.0223,74
T3SE-NP_250717.1,III,0.6939,0.263,0.0003,1e-04,0.6939,0.0418,0.0009,130
T3SE-NP_250719.1,III,0.3979,0.3162,0.0015,0.0013,0.3979,0.2676,0.0155,99
T3SE-NP_250721.1,III,0.6363,0.0708,0.0032,0.0004,0.6363,0.2807,0.0086,84
T2SE-NP_250734.1,II,0.4328,0.1892,0.0023,0.4328,0.0446,0.2866,0.0445,624
T3SE-NP_250738.2,III,0.8718,0.1119,0.0008,0.0006,0.8718,0.0056,0.0094,98
T6SE-NP_250739.2,VI,0.5196,0.2954,0.017,0.0113,0.1527,0.0039,0.5196,664
T6SE-NP_250753.1,VI,0.7229,0.2173,0.0068,0.0007,0.0143,0.0379,0.7229,407
T3SE-NP_250765.1,III,0.7501,0.0022,0.0002,1e-04,0.7501,0.2465,0.0009,553
T2SE-NP_250767.1,II,0.923,0.0351,0.0087,0.923,0.0025,0.0103,0.0204,634
T2SE-NP_250768.1,II,0.8546,0.0478,0.0091,0.8546,0.0033,0.0409,0.0442,624
T3SE-NP_250777.1,III,0.7878,0.1249,0.0025,0.0011,0.7878,0.0396,0.0441,218
T3SE-NP_250778.1,III,0.6251,0.3414,0.002,0.0017,0.6251,0.0158,0.014,282
T3SE-NP_250795.1,III,0.4006,0.3704,0.0085,0.0011,0.4006,0.1764,0.043,231
T3SE-NP_250797.1,III,0.9176,0.0129,0.001,0.0003,0.9176,0.0585,0.0097,132
T2SE-NP_250818.1,II,0.8153,0.0688,0.0314,0.8153,0.031,0.0492,0.0043,183
T2SE-NP_250821.1,II,0.7714,0.1484,0.004,0.7714,0.0569,0.0033,0.016,453
T3SE-NP_250827.1,III,0.7151,0.1687,0.0005,0.0002,0.7151,0.1131,0.0026,178
T3SE-YP_008719752.1,III,0.9984,0.0006,0.0002,1e-04,0.9984,0.0005,0.0003,62
T6SE-NP_250836.1,VI,0.713,0.129,0.1176,0.0086,0.0204,0.0115,0.713,55
T3SE-NP_250839.1,III,0.9555,0.0209,0.0019,1e-04,0.9555,0.004,0.0176,80
T3SE-NP_250856.1,III,0.5924,0.2609,0.0011,0.0003,0.5924,0.1398,0.0055,121
T3SE-NP_250857.1,III,0.7925,0.1195,0.0047,0.0048,0.7925,0.0311,0.0474,365
T3SE-NP_250863.1,III,0.9289,0.0454,0.0089,0.0007,0.9289,0.0126,0.0035,116
T3SE-YP_008719753.1,III,0.9886,1e-04,0.0002,0.0,0.9886,0.0107,0.0004,73
T3SE-NP_250864.1,III,0.8391,0.032,1e-04,1e-04,0.8391,0.1282,0.0005,102
T3SE-NP_250866.1,III,0.4897,0.4789,0.0032,0.0018,0.4897,0.0145,0.012,196
T3SE-NP_250870.1,III,0.8006,0.1348,0.0051,0.0037,0.8006,0.0141,0.0417,458
T3SE-NP_250872.1,III,0.9851,0.0076,0.0005,1e-04,0.9851,0.0056,0.001,89
T6SE-NP_250875.1,VI,0.7369,0.2508,0.0032,0.0033,0.0013,0.0045,0.7369,294
T6SE-NP_250880.1,VI,0.7983,0.0545,0.0762,0.006,0.0515,0.0135,0.7983,114
T3SE-NP_250881.1,III,1.0,0.0,0.0,0.0,1.0,0.0,0.0,378
T3SE-NP_250891.1,III,0.8821,0.0112,0.0091,0.0072,0.8821,0.0028,0.0876,294
T6SE-NP_250912.1,VI,0.7096,0.1267,0.0389,0.0015,0.1161,0.0072,0.7096,215
T6SE-NP_250913.1,VI,0.8601,0.0378,0.0532,0.0056,0.0325,0.0109,0.8601,339
T3SE-NP_250945.1,III,0.7888,0.1992,0.0026,0.0041,0.7888,0.0013,0.004,291
T3SE-NP_250964.1,III,0.9709,0.0194,0.0005,0.0002,0.9709,0.0035,0.0056,125
T3SE-NP_250971.1,III,0.5476,0.3931,0.0031,0.0026,0.5476,0.0398,0.0139,284
T3SE-NP_250974.1,III,0.9964,0.0002,0.0,0.0,0.9964,0.0031,0.0002,223
T3SE-NP_250975.1,III,0.8382,0.005,0.0005,0.0003,0.8382,0.1523,0.0036,220
T3SE-NP_250976.1,III,0.6627,0.2977,0.0017,0.0015,0.6627,0.0146,0.0218,514
T3SE-NP_250977.1,III,0.7357,0.0961,0.0005,0.0002,0.7357,0.1541,0.0134,211
T3SE-NP_250978.1,III,0.7756,0.0931,0.001,0.0002,0.7756,0.1254,0.0047,95
T2SE-NP_250990.1,II,0.4951,0.0798,0.2331,0.4951,0.1254,0.0025,0.0641,483
T6SE-YP_008719754.1,VI,0.7511,0.1835,0.0015,0.0003,0.0481,0.0155,0.7511,167
T3SE-NP_251008.1,III,0.6069,0.1123,0.0435,0.0215,0.6069,0.167,0.0489,121
T3SE-NP_251021.1,III,0.531,0.4426,0.0068,0.003,0.531,0.0159,0.0008,186
T2SE-NP_251026.1,II,0.4887,0.4193,0.0094,0.4887,0.008,0.0267,0.0479,446
T3SE-NP_251048.1,III,0.9982,0.0,0.0,0.0,0.9982,0.0017,0.0,129
T3SE-NP_251053.1,III,0.9268,0.0233,0.0008,0.0007,0.9268,0.0004,0.048,443
T6SE-NP_251057.1,VI,0.9993,1e-04,0.0002,0.0,0.0003,0.0,0.9993,165
T3SE-NP_251060.1,III,0.5167,0.4127,0.0028,0.0041,0.5167,0.0006,0.0632,338
T6SE-NP_251063.1,VI,0.9971,0.0004,0.0021,1e-04,0.0003,0.0,0.9971,668
T6SE-NP_251064.1,VI,0.9626,0.0035,0.0164,0.0018,0.0138,0.0019,0.9626,178
T6SE-NP_251065.1,VI,0.9526,0.002,0.0405,0.0008,0.004,1e-04,0.9526,131
T3SE-NP_251070.1,III,0.9713,0.0185,0.0005,0.0003,0.9713,0.0086,0.0007,78
T3SE-NP_251071.1,III,0.9989,0.0004,0.0002,1e-04,0.9989,0.0003,1e-04,80
T6SE-NP_251085.1,VI,0.5514,0.4205,0.0079,0.0097,0.0003,0.0102,0.5514,284
T3SE-NP_251112.1,III,0.9969,0.0007,0.0002,1e-04,0.9969,0.0017,0.0003,104
T3SE-NP_251113.1,III,0.747,0.0923,0.0018,0.0014,0.747,0.0051,0.1525,264
